course_id,course_name,category,main_category,syllabus_source,syllabus_item_count,existing_syllabus_details
"585","Microsoft Blazor App Development Net6","Mobile App Development","technical","courses_data.js > modules.topics","5","Module 1: Microsoft Blazor App Development Net6 Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"586","Nagios Core","Mobile App Development","technical","courses_data.js > modules.topics","5","Module 1: Nagios Core Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"587","Android App Development Endusers","Mobile App Development","technical","courses_data.js > modules.topics","5","Module 1: Android App Development Endusers Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"588","Autocad 2D 3D Language","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autocad 2D 3D Language Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"589","Autocad Electrical 2024 Course Complete Guide","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autocad Electrical 2024 Course Complete Guide Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"590","Autocad LT","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autocad LT Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"591","Autocad Plant 3D","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autocad Plant 3D Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"592","Autocad Professional","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autocad Professional Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"593","Autodesk Autocad 2019","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autodesk Autocad 2019 Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"594","Autodesk Autocad 2D Essential","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autodesk Autocad 2D Essential Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"595","Autodesk Revit Essentials Language","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autodesk Revit Essentials Language Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"596","Autodesk Revit Structural Essentials","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Autodesk Revit Structural Essentials Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"597","Automation Plc","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Automation Plc Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"598","Azure Admin Bootcamp","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Azure Admin Bootcamp Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"599","Basics OF Siemens Plc","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Basics OF Siemens Plc Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"600","Clustered Data Ontap 8 3 Administration D8cadm","Engineering & CAD/CAM","technical","courses_data.js > modules.topics","5","Module 1: Clustered Data Ontap 8 3 Administration D8cadm Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"601","Implementing SQL 2016 Data Warehouse","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Implementing SQL 2016 Data Warehouse Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"602","Activemq Artemis","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Activemq Artemis Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"603","Advanced Packet Analysis Wireshark Analyzer","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Advanced Packet Analysis Wireshark Analyzer Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"604","Anypoint Platform Architecture","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Anypoint Platform Architecture Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"605","Architecture Integration Solutions","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Architecture Integration Solutions Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"606","Argo CD Essential","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Argo CD Essential Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"607","Art Communication","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Art Communication Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"608","Articulate Storyline 360 Advance","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Articulate Storyline 360 Advance Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"609","Articulate Storyline","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Articulate Storyline Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"610","Art OF Effective Communication","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Art OF Effective Communication Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"611","Aspnet 6 REST API Clean Architecture Ddd","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Aspnet 6 REST API Clean Architecture Ddd Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"612","AZ 1010 Deploy Manage Azure Arc Enabled Servers","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: AZ 1010 Deploy Manage Azure Arc Enabled Servers Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"613","Azure Solution Architect Certification Cost","Emerging Technologies","technical","courses_data.js > modules.topics","5","Module 1: Azure Solution Architect Certification Cost Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"614","Adobe After Effects CC Fundamentals","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Adobe After Effects CC Fundamentals Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"615","Adobe Photoshop CC Fundamentals","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Adobe Photoshop CC Fundamentals Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"616","Advanced After Effects","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Advanced After Effects Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"617","Autodesk Maya Certification Cost","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Autodesk Maya Certification Cost Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"618","Blender 3D Modeling Animation","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Blender 3D Modeling Animation Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"619","Figma Course Online","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Figma Course Online Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"620","Fundamentals OF Graphic Design","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Fundamentals OF Graphic Design Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"621","Indesign Online","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Indesign Online Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"622","User Experience Design Figma Framer","Design","non-technical","courses_data.js > modules.topics","5","Module 1: User Experience Design Figma Framer Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"623","UX UI Design Figma","Design","non-technical","courses_data.js > modules.topics","5","Module 1: UX UI Design Figma Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"624","Appian UX Design","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Appian UX Design Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"625","Autodesk 3ds Max","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Autodesk 3ds Max Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"626","Autodesk Maya","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Autodesk Maya Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"627","Canva Graphic Design","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Canva Graphic Design Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"628","Figma UX Design","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Figma UX Design Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"629","Sketchup","Design","non-technical","courses_data.js > modules.topics","5","Module 1: Sketchup Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"630","Advanced Data Management Oil Gas Cdmp","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Advanced Data Management Oil Gas Cdmp Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"631","Azure API Management","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Azure API Management Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"632","Bcs Digital Product Management","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Bcs Digital Product Management Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"633","Bpmn 2 0 Certification Business Process Management","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Bpmn 2 0 Certification Business Process Management Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"634","Business Relationship Management Professional","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Business Relationship Management Professional Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"635","Cdmp Data Management Course Overview","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Cdmp Data Management Course Overview Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"636","Certified Asset Management Professional","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Certified Asset Management Professional Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"637","Certified IN Planning And Inventory Management","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Certified IN Planning And Inventory Management Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"638","Certified Talent Acquisition Professional","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Certified Talent Acquisition Professional Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"639","Change Management","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Change Management Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"640","Commercial Contract Management","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Commercial Contract Management Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"641","Compliance Management Nbfc Language","HR & Management","non-technical","courses_data.js > modules.topics","5","Module 1: Compliance Management Nbfc Language Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"642","Accounting Fundamentals And Ifrs","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Accounting Fundamentals And Ifrs Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"643","Certified Internal Auditor","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Certified Internal Auditor Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"644","Corporate Tax","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Corporate Tax Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"645","Digital Banking Financial Services","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Digital Banking Financial Services Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"646","Digital Banking","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Digital Banking Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"647","Finance For Non Finance Professionals","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Finance For Non Finance Professionals Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"648","Financial Modeling","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Financial Modeling Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"649","Fintech Digital Finance Transforming Banking Services","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Fintech Digital Finance Transforming Banking Services Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"650","Internal Auditor ISO 27001","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: Internal Auditor ISO 27001 Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"651","ISO 20022 Lead Auditor","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: ISO 20022 Lead Auditor Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"652","ISO 9001 Qms Internal Auditor","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: ISO 9001 Qms Internal Auditor Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"653","IT Audit Fundamental Certificate Language","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: IT Audit Fundamental Certificate Language Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"654","IT For Non IT Auditors","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: IT For Non IT Auditors Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"655","IT Project Finance","Finance & Accounting","non-technical","courses_data.js > modules.topics","5","Module 1: IT Project Finance Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"656","Advanced Emotional Intelligence","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Advanced Emotional Intelligence Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"657","Customised Leadership Skills","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Customised Leadership Skills Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"658","Digital Transformation For Leadership","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Digital Transformation For Leadership Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"659","Effective Leadership Skills Development","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Effective Leadership Skills Development Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"660","Essential IT For Non IT Executives","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Essential IT For Non IT Executives Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"661","IT Leadership Development","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: IT Leadership Development Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"662","Leadership Creativity And Peak Performance","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Leadership Creativity And Peak Performance Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"663","Leadership Essentials Core Skills For Success","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Leadership Essentials Core Skills For Success Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"664","Leadership Skills","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Leadership Skills Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"665","One ON One IT Coaching Courses","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: One ON One IT Coaching Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"666","Online Leadership","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Online Leadership Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"667","Team Building Workshop","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Team Building Workshop Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"668","Team Leadership Courses","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Team Leadership Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"669","Leadership Strategy Courses","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Leadership Strategy Courses Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"670","Advanced Executive Presence","Leadership & Soft Skills","non-technical","courses_data.js > modules.topics","5","Module 1: Advanced Executive Presence Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
"671","Cips Certificate Procurement Supply Operations","Supply Chain & Logistics","non-technical","courses_data.js > modules.topics","5","Module 1: Cips Certificate Procurement Supply Operations Fundamentals (8 topics) | Module 2: Core Concepts & Theory (10 topics) | Module 3: Practical Applications (12 topics) | Module 4: Advanced Topics & Projects (8 topics) | Module 5: Interview Prep & Certification (6 topics)"
